"gene_id","transcript_length","gene_length","cds_count"
"AL1G19590",546,2844,8
"AL1G19600",869,1226,3
"AL1G19610",543,922,1
"AL1G19620",1287,2764,7
"AL1G19630",3163,6335,19
"AL1G19640",441,441,1
"AL1G19650",127,235,1
"AL1G19660",1478,1716,1
"AL1G19670",1647,3526,7
"AL1G19680",411,583,1
"AL1G19690",1272,3733,13
"AL1G19700",1164,3724,11
"AL1G19710",1017,1610,1
"AL1G19720",1317,3317,11
"AL1G19730",963,1205,1
"AL1G19740",834,3940,8
"AL1G19750",621,861,1
"AL1G19760",1617,3694,10
"AL1G19770",1764,3320,9
"AL1G19780",1047,2280,7
"AL1G19790",1449,4521,13
"AL1G19800",525,780,1
"AL1G19810",1557,2363,4
"AL1G19820",561,1938,6
"AL1G19830",1137,3138,10
"AL1G19840",167,1637,1
"AL1G19860",1005,1590,4
"AL1G19870",243,541,2
"AL1G19880",531,848,1
"AL1G19890",1128,3361,7
"AL1G19900",1113,2159,5
"AL1G19910",1020,1652,4
"AL1G19920",1044,1997,6
"AL1G19930",312,623,1
"AL1G19940",1677,3654,11
"AL1G19950",1275,3418,12
"AL1G19960",1398,2654,7
"AL1G19970",1764,3891,15
"AL6G39660",525,752,1
"AL1G19980",990,1492,3
"AL1G19990",1011,2155,5
"AL1G20000",852,1550,5
"AL1G20010",969,1793,5
"AL1G20020",981,1713,5
"AL1G20030",969,1616,5
"AL1G20040",792,1004,1
"AL1G20050",1575,2986,6
"AL1G20060",1104,1678,3
"AL1G20070",1176,2464,12
"AL1G20080",660,932,2
"AL1G20090",3369,5517,4
"AL1G20100",849,3950,2
"AL1G20110",636,1578,4
"AL1G20120",495,1231,2
"AL1G20130",2151,3397,7
"AL1G20140",849,1024,1
"AL1G20150",3271,3919,2
"AL1G20160",222,431,1
"AL1G20170",654,1501,2
"AL1G20180",1245,2585,7
"AL1G20190",318,1476,2
"AL1G20200",1140,1337,1
"AL1G20210",867,3602,7
"AL1G20220",528,1049,2
"AL1G20230",1824,2556,1
"AL1G20240",495,1323,2
"AL1G20250",1146,2480,6
"AL1G20260",1881,3660,6
"AL1G20270",2688,2945,1
"AL1G20280",2796,6879,16
"AL1G20290",516,2128,4
"AL1G20300",1350,1669,2
"AL1G20310",750,2315,8
"AL1G20320",2535,3474,4
"AL1G20330",1674,2514,7
"AL1G20340",1046,1353,3
"AL1G20350",1338,2334,6
"AL1G20360",339,546,1
"AL1G20370",651,2834,7
"AL1G20380",1122,3353,10
"AL1G20390",1449,3412,8
"AL1G20400",387,1424,2
"AL1G20410",369,978,2
"AL1G20420",1821,2245,1
"AL1G20430",1593,2356,4
"AL1G20440",1266,4540,12
"AL1G20450",1314,2260,5
"AL1G20460",1146,1221,1
"AL1G20470",1464,3042,11
"AL1G20480",1995,3069,13
"AL1G20490",1902,3732,15
"AL1G20500",1797,2051,1
"AL1G20510",2028,4558,15
"AL1G20520",591,2227,5
"AL1G20530",2205,2735,5
"AL1G20540",780,2477,9
"AL1G20550",711,1523,9
"AL1G20570",1581,2394,3
"AL1G20580",705,1034,1
"AL1G20590",1533,4948,5
"AL1G20600",102,1329,1
"AL1G20680",2043,2562,2
"AL7G43970",437,732,1
"AL1G20690",2409,5241,14
"AL1G20700",1218,2627,5
"AL1G20710",1431,2925,6
"AL1G20720",1386,2321,2
"AL1G20730",390,2001,3
"AL1G20740",1251,2848,10
"AL1G20750",3291,4509,9
"AL1G20760",1152,2903,10
"AL1G20772",213,250,1
"AL1G20774",1167,1970,10
"AL1G20780",2286,5804,10
"AL1G20790",1275,3585,10
"AL1G20800",1206,1330,1
"AL1G20810",1095,2600,8
"AL1G20820",2979,11288,33
"AL1G20830",501,813,1
"AL1G20840",1242,1604,1
"AL1G20850",558,920,3
"AL1G20860",3405,4264,1
"AL1G20870",2316,3306,7
"AL1G20890",814,2864,8
"AL1G20900",573,1447,5
"AL1G20910",1113,1894,2
"AL1G20920",490,596,1
"AL1G20930",558,1694,2
"AL1G20940",543,935,1
"AL1G20950",2043,3163,3
"AL1G20960",558,1029,3
"AL1G20980",306,865,4
"AL1G20990",581,1533,5
"AL1G21000",2703,3009,1
"AL1G21010",1239,2542,2
"AL1G21020",2745,7000,22
"AL1G21030",2007,2741,1
"AL1G21040",729,2523,5
"AL1G57480",2121,2441,1
"AL1G21050",2316,4543,9
"AL1G21070",1404,1675,1
"AL1G21080",1602,2192,4
"AL1G21090",1029,1779,2
"AL1G21100",691,1300,2
"AL1G21110",684,1437,2
"AL1G21120",907,1683,3
"AL1G21130",645,998,2
"AL1G21140",2265,2935,5
"AL1G21160",3126,5860,12
"AL1G21170",1404,1698,2
"AL1G21180",1089,2901,7
"AL1G21190",1200,3852,13
"AL1G21200",381,5028,2
"AL1G21210",921,2183,6
"AL1G21230",3414,6641,18
"AL1G21240",446,483,1
"AL1G21250",618,816,1
"AL1G21260",765,1442,5
"AL1G21280",618,830,1
"AL1G21290",3090,6878,26
"AL1G21300",546,1343,3
"AL1G21310",1818,4101,18
"AL1G21320",1332,3646,12
"AL1G21330",555,1915,3
"AL1G21340",501,1251,3
"AL1G21350",1620,2913,14
"AL1G21360",957,2184,4
"AL1G21380",2094,2426,1
"AL1G21390",1716,3875,14
"AL1G21402",1725,2090,2
"AL1G21404",560,1313,3
"AL1G21410",525,1303,3
"AL1G21430",273,602,2
"AL1G21440",420,1419,2
"AL1G21450",672,1885,7
"AL1G21460",1320,2684,8
"AL1G21470",2160,3536,8
"AL1G21480",546,2075,6
"AL1G21490",1608,2546,6
"AL1G21500",1008,2269,3
"AL1G21510",306,1207,4
"AL1G21520",960,2694,8
"AL1G21530",1272,2871,11
"AL1G21540",3687,5689,13
"AL1G21550",125,450,1
"AL1G21560",333,751,1
"AL1G21570",1236,2523,7
"AL1G21580",506,2150,3
"AL1G21590",1047,2299,9
"AL1G21602",270,369,2
"AL1G21604",1263,1699,6
"AL1G21640",351,431,2
"AL1G21650",1287,3124,11
"AL1G21660",1422,2614,8
"AL1G21670",238,5015,2
"AL1G21680",1242,3739,7
"AL1G21690",4191,9901,32
"AL1G21700",504,783,1
"AL1G21710",1257,2590,3
"AL1G21720",993,1745,3
"AL1G21730",372,412,1
"AL1G21740",969,1845,6
"AL1G21750",468,4232,7
"AL1G21760",1101,1923,4
"AL1G21770",1727,3512,13
"AL1G21780",1014,2762,12
"AL1G21790",1980,2689,2
"AL1G21800",216,1668,3
"AL1G21810",2322,7567,19
"AL1G21820",320,476,2
"AL1G21840",1603,2625,5
"AL1G21850",726,3097,3
"AL1G21860",NA,2386,0
"AL1G21870",1173,1417,1
"AL1G21880",2316,4965,9
"AL1G21890",1626,4408,8
"AL1G21900",2956,3681,4
"AL1G21910",3570,7750,25
"AL1G21920",1095,2604,9
"AL1G21930",1767,4967,12
"AL1G21940",447,656,1
"AL1G21950",1248,2009,4
"AL1G22000",972,1743,3
"AL1G22020",1317,2173,3
"AL1G22030",1887,2098,1
"AL1G22040",2622,5360,13
"AL1G22050",2397,3689,9
"AL1G22060",1485,3144,10
"AL2G14220",449,2589,3
"AL1G22070",972,1175,1
"AL1G22080",3828,5766,12
"AL1G22090",855,2348,7
"AL1G22100",240,579,1
"AL1G22110",486,2411,2
"AL1G22120",798,994,1
"AL1G22130",2070,4487,14
"AL1G22140",1125,1634,4
"AL1G22150",1401,1763,3
"AL1G22160",1168,2024,4
"AL1G22170",939,1405,1
"AL1G22180",2922,6546,18
"AL1G22190",1311,3995,15
"AL1G22200",863,2813,12
"AL1G22210",180,454,1
"AL1G22220",915,2849,9
"AL1G22230",888,2441,3
"AL1G22240",933,1308,2
"AL1G22250",954,1336,2
"AL3G44090",118,2395,3
"AL1G22260",603,1343,4
"AL1G22270",900,1296,2
"AL1G22280",1683,2170,1
"AL1G22290",1569,2999,4
"AL1G22300",1189,1378,1
"AL1G22310",NA,123,0
"AL1G22320",482,738,1
"AL1G22330",2469,5747,7
"AL1G22350",935,1180,3
"AL4G39420",186,186,1
"AL1G22370",2430,3062,1
"AL1G22380",2462,3054,7
"AL1G22390",1722,3316,14
"AL1G22400",1269,1928,3
"AL1G22410",2529,3328,7
"AL1G22420",2346,3125,8
"AL1G22430",2493,3344,7
"AL1G22440",2430,3215,7
"AL1G22450",744,1603,1
"AL1G22460",247,772,2
"AL1G22470",768,1881,5
"AL1G22480",1875,3191,5
"AL1G22490",621,2183,4
"AL1G22500",2526,3559,7
"AL1G22510",1732,2689,7
"AL1G22520",699,2049,4
"AL1G22530",1065,1377,1
"AL1G22540",1011,2168,6
"AL1G22550",685,2314,5
"AL1G22560",591,998,2
"AL1G22570",546,865,2
"AL1G22580",216,1582,4
"AL1G22590",1743,3068,6
"AL1G22600",1089,1160,2
"AL1G22610",555,832,3
"AL1G22620",1056,1261,1
"AL1G22630",357,1115,3
"AL1G22650",921,1761,4
"AL1G22670",1032,2293,1
"AL1G22680",270,294,1
"AL1G22690",1671,2129,3
"AL1G22700",126,1364,2
"AL1G22710",1398,3019,5
"AL1G22720",1173,2104,5
"AL1G22730",1533,1800,1
"AL1G22740",507,663,2
"AL1G22750",1104,1342,1
"AL1G22760",1212,1795,1
"AL1G22780",1227,3384,6
"AL1G22790",342,667,1
"AL1G22800",2292,4012,9
"AL1G22810",1511,3624,7
"AL8G38280",273,317,1
"AL1G22820",1467,2349,2
"AL1G22830",750,1116,1
"AL92U10070",612,1426,5
"AL1G22840",606,925,1
"AL1G22850",1974,2437,1
"AL1G22860",3261,5712,16
"AL1G22870",NA,344,0
"AL1G22880",1038,2562,10
"AL1G22890",120,779,2
"AL1G22910",1887,4777,4
"AL1G22920",816,2248,9
"AL1G22930",765,2330,7
"AL1G22940",459,1212,1
"AL1G22950",414,670,1
"AL1G22960",1611,1856,1
"AL1G22970",1044,1768,7
"AL1G22980",1179,3559,11
"AL1G22990",1293,2053,4
"AL1G23000",1551,3033,4
"AL1G23010",852,2493,8
"AL1G23020",276,557,2
"AL1G23030",1227,2089,3
"AL1G23040",1536,2841,10
"AL1G23050",1485,2772,8
"AL1G23060",657,2301,5
"AL1G23070",1038,1468,1
"AL1G23080",666,1470,2
"AL1G23090",1521,4300,13
"AL1G23110",942,1477,3
"AL1G23120",1152,1749,4
"AL1G23130",423,570,1
"AL1G23140",723,1766,7
"AL1G23150",1170,1590,1
"AL1G23160",1152,2497,10
"AL1G23170",2697,4328,12
"AL1G23180",2316,4014,10
"AL1G23190",186,223,1
"AL1G23200",1839,3214,10
"AL1G23220",963,1584,4
"AL1G23260",675,901,1
"AL1G23270",885,1658,2
"AL1G23280",1207,1300,1
"AL1G23290",769,1029,1
"AL1G23300",1266,3497,14
"AL1G23310",648,775,1
"AL1G23320",333,591,1
"AL1G23330",669,1560,5
"AL1G23350",417,859,2
"AL1G23360",423,773,1
"AL1G23370",234,477,1
"AL1G23380",1770,4837,5
"AL1G23390",1485,2726,2
"AL1G23400",1395,4966,5
"AL1G23410",1380,2142,5
"AL1G23420",1647,2228,2
"AL1G23430",1407,2501,5
"AL1G23440",1042,1106,3
"AL1G23450",348,724,2
"AL1G23460",1104,1347,1
"AL1G23470",1398,2508,7
"AL1G23490",142,327,2
"AL1G23500",2346,3167,1
"AL1G23510",1218,2992,12
"AL1G23520",1992,4125,7
"AL1G23530",717,1369,5
"AL1G23540",834,2319,7
"AL1G23550",1185,2922,3
"AL1G23560",55,767,1
"AL1G23570",357,650,1
"AL1G23580",1719,2696,7
"AL1G23590",2593,2825,2
"AL1G23600",2871,4609,3
"AL1G23620",1912,2135,1
"AL7G47700",130,344,2
"AL1G23630",2310,2911,3
"AL1G23640",447,1299,1
"AL1G23650",642,996,2
"AL1G23660",1515,2127,3
"AL1G23670",954,1954,9
"AL1G23680",1998,5367,21
"AL1G23690",1488,2433,9
"AL1G23710",2376,2793,1
"AL1G23720",414,1614,4
"AL1G23730",216,969,2
"AL1G23740",840,2224,9
"AL1G23750",1323,2877,7
"AL1G23760",189,231,1
"AL1G23770",2553,5019,17
"AL1G23780",510,1414,1
"AL1G23790",906,1905,4
"AL8G36330",NA,836,0
"AL1G23800",7,410,1
"AL1G23810",2649,3342,2
"AL1G23820",1614,2056,4
"AL1G23830",2970,6675,23
"AL1G23840",1731,3197,5
"AL1G23850",1077,2079,2
"AL1G23870",957,1826,6
"AL1G23880",546,1818,3
"AL1G23890",546,1355,3
"AL1G23900",1039,1579,2
"AL1G23910",789,1343,3
"AL1G23920",1620,3141,4
"AL1G23930",1569,3058,4
"AL1G23950",1050,2611,7
"AL1G23960",630,847,1
"AL1G23970",1866,2259,1
"AL1G24070",2612,3486,6
"AL1G24080",1866,2157,1
"AL1G23980",579,914,1
"AL1G24100",1389,2594,8
"AL1G24110",741,1970,9
"AL1G24120",351,921,2
"AL1G24130",384,789,2
"AL1G24140",270,558,1
"AL1G24150",269,752,1
"AL1G24160",387,707,2
"AL1G24170",1413,3132,3
"AL1G24180",1606,1883,1
"AL1G24190",1776,2602,1
"AL1G24200",563,789,1
"AL1G24210",861,2375,10
"AL1G24370",619,846,1
"AL1G24310",876,1645,3
"AL1G24320",1312,3383,15
"AL1G24330",1516,2398,8
"AL1G24340",924,3547,4
"AL1G24350",1224,2241,5
"AL1G24360",1656,2485,1
"AL1G24380",1579,2112,3
"AL1G24390",1056,2534,8
"AL1G24400",753,2147,8
"AL1G24410",261,2325,2
"AL1G24420",644,2338,9
"AL1G24430",2286,3719,13
"AL1G24440",222,450,1
"AL1G24450",399,1627,3
"AL1G24460",1734,2605,3
"AL1G24470",660,889,1
"AL1G24480",1137,2938,11
"AL1G24490",368,846,1
"AL1G24500",1203,2080,2
"AL1G24510",1353,2187,4
"AL1G24520",612,1363,5
"AL1G24530",672,790,1
"AL1G24540",1200,1875,5
"AL1G24550",1041,1250,1
"AL1G24560",1305,1993,1
"AL1G24570",3024,7254,24
"AL1G24580",1500,2211,3
"AL1G24590",1566,3171,8
"AL1G24600",330,691,1
"AL1G24620",1395,2159,3
"AL1G24630",996,1316,1
"AL1G24640",1041,2370,1
"AL1G24650",1206,3510,13
"AL1G24670",1659,3408,3
"AL1G24680",1818,3254,13
"AL1G24690",1554,2702,1
"AL1G24700",954,1181,1
"AL1G24710",825,2641,7
"AL1G24720",672,987,2
"AL1G24740",1509,1841,2
"AL1G24750",1476,1751,2
"AL1G24760",1453,1821,3
"AL1G24770",1467,1777,2
"AL165U10010",1260,1386,2
"AL1G24790",1641,4172,12
"AL1G24800",1635,3327,4
"AL1G24810",1584,2040,1
"AL1G24820",164,546,1
"AL1G24830",1590,1899,1
"AL1G24840",2415,3953,14
"AL1G24850",2475,3969,8
"AL1G24860",1284,3411,9
"AL1G24870",1722,2706,1
"AL1G24880",795,1987,5
"AL1G24900",3612,4539,11
"AL1G24910",3414,5294,7
"AL1G24920",1272,1970,2
"AL1G24940",126,532,1
"AL1G24950",1038,1381,1
"AL1G24970",1023,1300,1
"AL1G24980",1110,2437,10
"AL1G24992",753,935,2
"AL1G24994",161,206,1
"AL1G25000",915,1682,2
"AL1G25010",210,971,2
"AL1G25020",2067,3582,12
"AL1G25030",1428,2347,3
"AL1G25040",1428,1985,3
"AL6G23340",1420,1609,3
"AL1G54370",1435,1884,3
"AL1G25060",1023,1996,5
"AL1G25070",1116,2446,6
"AL1G25080",1764,4253,12
"AL1G25090",681,1540,6
"AL1G25100",1227,1590,3
"AL1G25110",591,976,1
"AL1G54170",NA,206,0
"AL1G25120",567,1629,3
"AL1G25130",522,1817,3
"AL1G25150",489,1281,2
"AL1G25160",672,1449,6
"AL1G25170",1371,1744,2
"AL1G25180",975,1220,1
"AL1G25190",516,685,1
"AL1G25200",1018,2365,11
"AL1G25210",1218,2525,5
"AL1G25220",1488,2694,2
"AL1G25230",1005,1238,3
"AL1G25240",1002,1196,2
"AL3G28580",154,1577,2
"AL1G25260",1164,1828,2
"AL1G25270",1164,1493,2
"AL1G25280",1161,1654,3
"AL990U10010",351,611,2
"AL1G25300",1170,3503,18
"AL1G25310",1251,1968,3
"AL1G25320",927,2274,6
"AL1G25330",210,902,2
"AL1G25340",591,796,1
"AL1G25360",312,412,2
"AL1G25370",237,335,2
"AL1G25380",252,512,2
"AL1G25392",237,485,2
"AL1G25394",1083,2036,6
"AL1G25400",336,999,3
"AL1G25410",2499,3568,2
"AL1G25420",945,1734,5
"AL1G25430",1872,2698,1
"AL1G25440",720,1733,2
"AL4G32570",215,887,1
"AL1G25450",669,972,1
"AL1G25460",822,2602,5
"AL1G25470",858,1106,1
"AL1G25480",534,1030,2
"AL1G25490",808,1897,3
"AL1G25500",1557,1949,2
"AL1G25520",1314,2509,8
"AL1G25530",964,1592,3
"AL1G25540",1842,3056,10
"AL1G25550",720,3360,5
"AL1G25570",1323,3315,15
"AL1G25580",1341,1912,3
"AL1G25590",2202,3601,6
"AL1G25600",2652,3372,1
"AL1G25610",912,1231,2
"AL1G25620",1014,2298,10
"AL1G25630",695,1091,5
"AL1G25650",600,1358,4
"AL1G25670",382,717,3
"AL1G25690",1812,3578,8
"AL1G25700",909,1329,1
"AL1G25710",1272,2322,2
"AL1G25720",795,1804,5
"AL1G25730",1974,2459,2
"AL1G25740",993,2300,11
"AL1G25750",1038,1879,7
"AL1G25770",471,702,1
"AL1G25780",3021,4116,3
"AL1G25790",357,907,4
"AL1G25800",1533,3190,4
"AL1G25810",1518,2986,8
"AL1G25820",4365,6045,2
"AL1G25830",831,1686,5
"AL1G25840",1317,2695,11
"AL1G25850",639,1480,4
"AL1G25860",1494,2676,8
"AL1G25870",1458,2209,6
"AL1G25880",2445,4163,12
"AL1G25890",573,948,1
"AL1G25900",237,2814,3
"AL1G25910",559,1126,1
"AL1G25920",528,899,1
"AL1G25935",3359,5759,7
"AL1G25960",726,1050,2
"AL1G25970",968,1044,2
"AL1G25980",1536,1617,2
"AL1G25990",693,970,3
"AL1G26000",924,1585,2
"AL1G26010",918,1755,2
"AL1G26020",570,830,2
"AL1G26030",654,1170,3
"AL1G26040",1434,2694,5
"AL1G26050",901,2031,2
"AL1G26060",291,577,2
"AL1G26070",1503,1755,1
"AL1G26080",546,858,1
"AL1G26090",507,1305,4
"AL1G26100",744,1588,4
"AL1G26110",681,989,4
"AL1G26120",1513,2886,8
"AL1G26130",1800,11556,10
"AL1G26140",762,1976,6
"AL1G26150",1017,2433,10
"AL1G26160",1342,1385,1
"AL1G26170",780,3047,2
"AL1G26180",1020,2523,9
"AL1G26190",765,1781,9
"AL1G26200",663,1457,4
"AL1G26210",1323,2139,1
"AL1G26220",735,1813,4
"AL1G26230",585,800,1
"AL1G26240",1318,3455,10
"AL1G26250",996,1922,7
"AL1G26260",1281,2345,6
"AL1G26270",1983,3342,6
"AL1G26280",2190,2758,5
"AL1G26290",459,1674,5
"AL1G26300",795,1812,7
"AL1G26310",1380,2306,3
"AL1G26320",1695,2061,1
"AL1G26330",939,1946,1
"AL1G26340",222,1514,1
"AL1G26350",273,478,1
"AL1G26360",3393,4270,6
"AL1G26370",1632,2295,1
"AL1G26380",323,764,1
"AL1G26390",696,1104,1
"AL1G26400",759,2541,5
"AL1G26410",903,5131,11
"AL1G26420",865,1694,8
"AL1G26440",939,2154,9
"AL1G26450",168,1507,3
"AL7G24120",888,1446,2
"AL1G26460",320,1451,3
"AL1G26470",1008,1929,5
"AL1G26480",735,1739,8
"AL1G26490",936,1886,8
"AL1G26500",888,2608,11
"AL1G26510",951,1608,4
"AL1G26520",800,1293,4
"AL1G26530",996,2533,7
"AL1G26540",1419,4083,9
"AL5G27080",1818,3271,4
"AL1G26550",1392,3161,3
"AL1G26560",1152,3430,4
"AL1G26570",771,2538,6
"AL1G26580",3327,6537,21
"AL1G26590",702,1840,6
"AL1G26600",681,1614,5
"AL1G26610",2336,2506,2
"AL1G26620",123,1355,2
"AL1G26630",2205,4652,20
"AL1G21150",904,1441,2
"AL1G26650",870,1137,1
"AL1G26660",834,1875,1
"AL1G26670",1023,1126,1
"AL1G26680",507,788,1
"AL1G26690",452,1218,4
"AL1G26700",1809,3313,11
"AL1G26710",813,2023,6
"AL1G26720",1845,3357,8
"AL1G26730",949,2033,4
"AL1G26740",675,1658,4
"AL1G26750",2211,2622,2
"AL1G55340",911,911,1
"AL1G26760",498,539,1
"AL1G26770",1746,2984,7
"AL1G26780",237,500,2
"AL1G26790",411,916,3
"AL1G26800",1239,2099,4
"AL1G26810",1896,3402,8
"AL1G26820",3324,3805,3
"AL1G26830",1128,2333,7
"AL1G26840",759,2027,6
"AL1G26850",1845,4075,16
"AL1G26860",1812,3549,11
"AL1G26870",4386,6887,13
"AL1G26880",531,1394,4
"AL1G26900",121,460,2
"AL1G26910",351,1285,5
"AL1G26920",606,1010,1
"AL1G26930",609,1015,2
"AL1G26960",2028,3754,15
"AL1G26970",1599,2112,1
"AL1G32070",1183,1954,4
"AL1G32080",769,1235,3
"AL1G26980",185,280,1
"AL1G27000",470,1021,2
"AL1G27010",468,857,2
"AL1G27020",462,965,2
"AL1G27030",1686,3330,10
"AL1G27040",297,972,3
"AL1G27050",369,1138,4
"AL1G27060",1335,1521,1
"AL1G27070",432,453,1
"AL1G27080",400,400,1
"AL1G27090",1587,3127,11
"AL1G27100",1083,2454,6
"AL1G27110",1188,1406,2
"AL1G27120",462,1308,4
"AL1G27130",1728,3365,9
"AL1G27140",939,2044,7
"AL1G27160",461,960,1
"AL1G27170",1275,3204,12
"AL1G27180",210,416,3
"AL1G27190",808,1087,4
"AL1G27200",2538,4106,8
"AL1G27210",888,1985,5
"AL1G27220",1464,2299,7
"AL1G27230",117,1293,1
"AL1G27240",1452,2368,7
"AL1G27250",111,1284,1
"AL1G27260",1449,2260,7
"AL1G27270",771,1060,1
"AL1G27280",1263,2836,10
"AL1G27290",4335,5191,9
"AL1G27300",750,2156,9
"AL1G27310",480,1561,3
"AL1G27320",474,767,1
"AL1G27330",3060,5083,15
"AL1G27340",288,586,4
"AL1G27350",521,1247,1
"AL1G27360",195,1414,4
"AL1G27370",1773,4339,9
"AL1G27380",4836,8518,20
"AL1G27390",2283,2835,1
"AL1G27400",1052,2940,8
"AL1G27410",954,1288,3
"AL1G27420",1196,1398,2
"AL1G27430",1074,1841,2
"AL1G27440",324,1915,4
"AL1G27450",870,1504,1
"AL1G27460",591,1094,2
"AL1G27470",444,1553,4
"AL1G27480",525,1733,3
"AL1G27490",225,499,1
"AL1G27500",783,1148,3
"AL1G27510",432,1858,1
"AL1G27520",993,2643,2
"AL1G27530",291,735,3
"AL1G27540",837,1812,7
"AL1G27550",750,1714,1
"AL1G27560",2688,3531,7
"AL1G27580",2052,4314,13
"AL1G27590",1002,2262,7
"AL1G27600",1785,2616,3
"AL1G27610",1947,3338,7
"AL1G27620",1857,2581,5
"AL1G27630",2601,2785,1
"AL1G27640",4269,6493,22
"AL6G36410",268,2831,1
"AL1G27660",1956,2155,1
"AL1G27670",969,1519,3
"AL1G27680",1077,1676,2
"AL5G17890",34,34,1
"AL1G27690",1353,3392,10
"AL1G27700",498,803,3
"AL1G27710",777,2797,5
"AL1G27720",672,1151,3
"AL1G27730",711,997,3
"AL1G27740",744,1048,3
"AL1G27760",2124,4165,11
"AL1G27770",1080,1404,1
"AL1G27780",1223,1342,1
"AL1G27790",630,1190,3
"AL8G17360",3141,3228,1
"AL1G27800",2313,3490,8
"AL1G27810",1146,1270,1
"AL1G27820",1062,1341,1
"AL1G27830",1077,1332,1
"AL1G27840",1341,2559,10
"AL1G27850",1737,4278,15
"AL1G27860",3399,6121,22
"AL1G27870",252,350,2
"AL1G27880",600,893,1
"AL1G27890",1674,1956,2
"AL1G27900",1167,2900,7
"AL1G27910",273,1308,2
"AL1G27920",773,2238,1
"AL1G27930",4026,6367,11
"AL1G27940",549,1676,6
"AL1G27950",633,3091,5
"AL1G27960",1305,2126,5
"AL1G27970",777,1274,2
"AL1G27980",2250,2370,1
"AL1G27990",819,948,1
"AL1G28000",576,1437,4
"AL1G28010",1071,2425,11
"AL1G28020",684,2317,9
"AL1G28030",573,1314,3
"AL1G28040",672,1927,5
"AL1G28050",1380,3961,5
"AL7G46430",2555,2575,1
"AL1G28072",342,342,1
"AL1G28074",1908,3759,6
"AL1G28080",855,1469,1
"AL1G28090",429,1558,4
"AL1G28100",3033,4795,14
"AL1G28110",1029,3364,5
"AL1G28120",1087,2221,10
"AL1G28130",1065,2541,5
"AL1G28140",1383,2064,7
"AL1G28150",2130,3040,5
"AL1G28160",264,780,2
"AL1G28170",1332,2603,4
"AL1G28180",1509,3002,8
"AL1G28190",387,549,2
"AL1G28200",1947,2242,1
"AL1G28210",687,1867,8
"AL1G28220",1038,3335,8
"AL1G28230",1194,1990,9
"AL1G28240",942,1885,5
"AL1G28250",843,1454,5
"AL1G28270",4172,5917,7
"AL1G28280",2277,2662,3
"AL1G28290",2185,2613,3
"AL1G28300",279,1229,1
"AL1G28310",1239,2366,6
"AL1G28320",1095,3060,12
"AL1G28330",708,1619,3
"AL1G28340",1476,2340,5
"AL1G28350",564,1300,4
"AL1G28360",699,1812,5
"AL1G28370",1251,2477,4
"AL1G28380",2084,2442,3
"AL1G28390",3444,5177,8
"AL1G28400",1464,2278,6
"AL1G28410",1293,3349,12
"AL1G28420",1281,3104,14
"AL1G28430",1209,2465,6
"AL1G28440",822,1233,2
"AL1G28450",2028,5568,24
"AL1G28460",877,2505,13
"AL1G28470",1509,2236,5
"AL1G28480",1053,2728,8
"AL1G28490",1530,1669,1
"AL1G28500",2358,2877,4
"AL1G28510",1557,1661,1
"AL1G28520",1614,2359,3
"AL1G28540",1554,2707,3
"AL1G28550",1140,1694,2
"AL1G28560",456,942,3
"AL1G28570",1293,1379,2
"AL1G28580",825,1497,6
"AL1G28600",963,3403,11
"AL1G28620",708,2536,11
"AL1G28630",2814,3578,1
"AL1G28640",912,1074,2
"AL1G28660",789,1162,2
"AL5G24220",312,1352,4
"AL1G28670",444,682,1
"AL1G28680",252,383,1
"AL1G28690",969,2517,9
"AL1G28700",495,1497,2
"AL1G28710",2307,6201,20
"AL1G28720",2304,2698,3
"AL1G28730",1029,2358,5
"AL1G28740",1398,3045,15
"AL1G28750",639,1364,5
"AL1G28760",309,620,3
"AL1G28770",1230,3080,12
"AL1G28780",2310,3520,5
"AL1G28790",2538,2800,1
"AL1G28810",402,1219,2
"AL1G28820",1556,3405,12
"AL1G28830",1176,2370,6
"AL1G28840",1659,3664,9
"AL1G28850",1326,3676,12
"AL1G28860",669,2224,8
"AL1G28870",318,1623,5
"AL1G28880",4980,8482,17
"AL1G28890",1800,3512,13
"AL1G28900",624,1060,2
"AL1G28910",381,1342,2
"AL1G28920",1587,2666,11
"AL1G28930",2286,3494,10
"AL4G33050",105,862,1
"AL1G28940",985,1442,4
"AL1G28950",1193,2243,8
"AL1G28960",435,651,1
"AL1G28970",6693,10200,22
"AL1G28980",435,1402,2
"AL1G28990",459,2013,4
"AL1G29000",1834,2038,1
"AL1G29010",498,1428,2
"AL2G25880",101,1052,2
"AL1G38920",273,538,2
"AL1G29020",444,899,2
"AL1G29030",1425,3226,4
"AL1G29040",1443,2487,7
"AL1G29050",690,2575,8
"AL1G29060",462,2155,8
"AL1G29070",1713,3536,10
"AL1G29080",1275,1372,1
"AL1G29090",210,607,2
"AL1G29100",150,1163,2
"AL1G29110",651,2018,2
"AL1G29120",1356,1991,3
"AL1G29130",282,577,1
"AL1G29140",345,1117,4
"AL1G29160",2529,4351,17
"AL1G29170",941,1637,5
"AL1G29180",1077,1840,4
"AL1G29190",1506,1973,4
"AL7G51000",2037,3504,11
"AL7G51010",1011,2453,5
"AL1G29230",1540,3266,5
"AL1G29240",2550,2767,1
"AL1G29250",471,1524,4
"AL1G29260",267,747,1
"AL1G29270",234,760,1
"AL1G29280",267,2684,1
"AL1G29300",699,1010,2
"AL1G29310",2805,5163,14
"AL1G29320",1665,1720,1
