"gene_id","seqnames","start","end","gene_length","cds_count"
"AL1G15380","scaffold_1",2042130,2043682,1553,1
"AL1G15390","scaffold_1",2044472,2046035,1564,3
"AL1G15400","scaffold_1",2046059,2047826,1768,3
"AL1G15410","scaffold_1",2048584,2049395,812,1
"AL1G15430","scaffold_1",2050390,2052067,1678,1
"AL1G15440","scaffold_1",2052558,2063905,11348,42
"AL1G15450","scaffold_1",2066217,2066691,475,1
"AL1G15460","scaffold_1",2066999,2069600,2602,6
"AL1G15470","scaffold_1",2070575,2073864,3290,4
"AL1G15490","scaffold_1",2074478,2076998,2521,2
"AL1G15500","scaffold_1",2077045,2079027,1983,1
"AL1G15510","scaffold_1",2079043,2081161,2119,8
"AL1G15520","scaffold_1",2083781,2085169,1389,1
"AL1G15530","scaffold_1",2085962,2088499,2538,9
"AL1G15540","scaffold_1",2088860,2094107,5248,11
"AL1G15550","scaffold_1",2094129,2098521,4393,8
"AL1G15560","scaffold_1",2106809,2108888,2080,4
"AL1G15570","scaffold_1",2111877,2115580,3704,1
"AL1G15580","scaffold_1",2118467,2120180,1714,2
"AL1G15590","scaffold_1",2121647,2123331,1685,2
"AL1G15600","scaffold_1",2125390,2127983,2594,4
"AL1G15610","scaffold_1",2134646,2138253,3608,11
"AL1G15620","scaffold_1",2141092,2143783,2692,5
"AL1G15630","scaffold_1",2143408,2145027,1620,4
"AL1G15640","scaffold_1",2145179,2146479,1301,3
"AL1G15650","scaffold_1",2146802,2147606,805,4
"AL1G15660","scaffold_1",2147654,2149997,2344,1
"AL1G15670","scaffold_1",2150010,2150790,781,2
"AL1G15680","scaffold_1",2154308,2158212,3905,1
"AL1G15700","scaffold_1",2158571,2163088,4518,14
"AL1G15710","scaffold_1",2163253,2164721,1469,4
"AL1G15720","scaffold_1",2169303,2170870,1568,1
"AL1G15730","scaffold_1",2179572,2182520,2949,6
"AL1G15740","scaffold_1",2183376,2184682,1307,2
"AL1G15750","scaffold_1",2184865,2189205,4341,13
"AL1G15760","scaffold_1",2189456,2197106,7651,24
"AL1G15770","scaffold_1",2197535,2198055,521,2
"AL1G15780","scaffold_1",2198057,2201652,3596,10
"AL1G15790","scaffold_1",2202054,2204309,2256,3
"AL1G15800","scaffold_1",2204533,2206866,2334,2
"AL1G15810","scaffold_1",2206870,2208595,1726,2
"AL1G15820","scaffold_1",2211632,2214546,2915,14
"AL1G15830","scaffold_1",2215451,2220272,4822,15
"AL1G15840","scaffold_1",2220338,2221912,1575,1
"AL1G15860","scaffold_1",2223059,2226071,3013,11
"AL1G15870","scaffold_1",2229968,2236812,6845,10
"AL1G15880","scaffold_1",2237319,2238288,970,1
"AL1G15890","scaffold_1",2240267,2241551,1285,1
"AL1G15900","scaffold_1",2242622,2246160,3539,11
"AL1G15910","scaffold_1",2246326,2254159,7834,19
"AL1G15920","scaffold_1",2255022,2256375,1354,2
"AL1G15940","scaffold_1",2257347,2258176,830,1
"AL1G15950","scaffold_1",2259006,2260572,1567,1
"AL1G15960","scaffold_1",2261167,2262681,1515,2
"AL1G15970","scaffold_1",2263360,2265016,1657,4
"AL1G15980","scaffold_1",2265385,2266861,1477,4
"AL1G15990","scaffold_1",2266969,2268453,1485,3
"AL1G16000","scaffold_1",2268959,2271012,2054,1
"AL1G16010","scaffold_1",2272226,2274182,1957,7
"AL1G16020","scaffold_1",2274189,2276961,2773,4
"AL1G16030","scaffold_1",2282491,2284891,2401,5
"AL1G16040","scaffold_1",2285713,2287998,2286,5
"AL1G16050","scaffold_1",2290406,2291943,1538,5
"AL1G16060","scaffold_1",2291969,2293934,1966,5
"AL1G16070","scaffold_1",2297047,2300140,3094,8
"AL1G16080","scaffold_1",2304127,2306371,2245,1
"AL1G16100","scaffold_1",2306521,2312653,6133,12
"AL1G16110","scaffold_1",2312827,2313979,1153,2
"AL1G16120","scaffold_1",2320637,2321513,877,1
"AL1G16130","scaffold_1",2327865,2329845,1981,3
"AL1G16140","scaffold_1",2332296,2334083,1788,3
"AL1G16170","scaffold_1",2336218,2338170,1953,2
"AL1G16180","scaffold_1",2338313,2340499,2187,5
"AL1G16190","scaffold_1",2340785,2342849,2065,3
"AL1G16200","scaffold_1",2343625,2348547,4923,10
"AL1G16210","scaffold_1",2352876,2353166,291,1
"AL1G16220","scaffold_1",2354368,2358170,3803,4
"AL1G16230","scaffold_1",2358472,2360496,2025,7
"AL1G16240","scaffold_1",2360503,2362755,2253,4
"AL1G16250","scaffold_1",2362773,2364026,1254,2
"AL1G16260","scaffold_1",2364178,2365668,1491,2
"AL1G16270","scaffold_1",2368857,2370253,1397,5
"AL1G16280","scaffold_1",2370797,2372758,1962,1
"AL1G16290","scaffold_1",2373219,2374035,817,1
"AL1G16310","scaffold_1",2375761,2379668,3908,13
"AL1G16320","scaffold_1",2380868,2384566,3699,13
"AL1G16330","scaffold_1",2384710,2385783,1074,3
"AL1G16340","scaffold_1",2385824,2386675,852,3
"AL1G16350","scaffold_1",2387847,2388472,626,1
"AL1G16360","scaffold_1",2390424,2391916,1493,5
"AL1G16370","scaffold_1",2393604,2395111,1508,5
"AL1G16380","scaffold_1",2397333,2399291,1959,2
"AL1G16390","scaffold_1",2399505,2400465,961,1
"AL1G16400","scaffold_1",2401359,2405313,3955,12
"AL1G16410","scaffold_1",2405408,2407457,2050,2
"AL1G16420","scaffold_1",2409318,2413150,3833,3
"AL1G16430","scaffold_1",2413404,2414364,961,1
"AL1G16440","scaffold_1",2414432,2417428,2997,4
"AL1G16450","scaffold_1",2417715,2419574,1860,1
"AL1G16460","scaffold_1",2420589,2421804,1216,1
"AL1G16470","scaffold_1",2421810,2423866,2057,7
"AL1G16480","scaffold_1",2426494,2430754,4261,11
"AL1G16490","scaffold_1",2430779,2431273,495,1
"AL1G16510","scaffold_1",2434480,2445317,10838,41
"AL1G16520","scaffold_1",2445597,2446712,1116,1
"AL1G16530","scaffold_1",2446718,2448200,1483,3
"AL1G16540","scaffold_1",2448393,2449956,1564,4
"AL1G16550","scaffold_1",2449988,2452290,2303,2
"AL1G16560","scaffold_1",2459528,2460835,1308,1
"AL1G16570","scaffold_1",2460846,2461537,692,2
"AL1G16580","scaffold_1",2461717,2465263,3547,15
"AL1G16590","scaffold_1",2465374,2469615,4242,12
"AL1G16600","scaffold_1",2469623,2471301,1679,2
"AL1G16610","scaffold_1",2473635,2475254,1620,1
"AL1G16620","scaffold_1",2480892,2489583,8692,20
"AL1G16630","scaffold_1",2490301,2491467,1167,3
"AL1G16640","scaffold_1",2495085,2496993,1909,3
"AL1G16650","scaffold_1",2497422,2499239,1818,3
"AL1G16660","scaffold_1",2499293,2500809,1517,3
"AL1G16670","scaffold_1",2500825,2503569,2745,7
"AL1G16680","scaffold_1",2503877,2510600,6724,14
"AL1G16690","scaffold_1",2510933,2512436,1504,4
"AL1G16700","scaffold_1",2512446,2515170,2725,10
"AL1G16710","scaffold_1",2515633,2518358,2726,7
"AL1G16720","scaffold_1",2519476,2523978,4503,2
"AL1G16730","scaffold_1",2524128,2530858,6731,17
"AL1G16740","scaffold_1",2531001,2533876,2876,5
"AL1G16750","scaffold_1",2534363,2537144,2782,1
"AL1G16760","scaffold_1",2537300,2540005,2706,9
"AL1G16770","scaffold_1",2540073,2541255,1183,2
"AL1G16780","scaffold_1",2542470,2545568,3099,5
"AL1G16790","scaffold_1",2548133,2551805,3673,9
"AL1G16800","scaffold_1",2551974,2554179,2206,7
"AL1G16810","scaffold_1",2554183,2556396,2214,2
"AL1G16820","scaffold_1",2562408,2566184,3777,13
"AL1G16840","scaffold_1",2571839,2572364,526,1
"AL1G16850","scaffold_1",2572367,2578061,5695,20
"AL1G16860","scaffold_1",2579725,2581354,1630,4
"AL1G16870","scaffold_1",2581364,2582012,649,2
"AL1G16890","scaffold_1",2582970,2585557,2588,6
"AL1G16910","scaffold_1",2585892,2589202,3311,7
"AL1G16920","scaffold_1",2589614,2595487,5874,19
"AL1G16930","scaffold_1",2595612,2598400,2789,5
"AL1G16940","scaffold_1",2599163,2600323,1161,1
"AL1G16950","scaffold_1",2601218,2602045,828,2
"AL1G16960","scaffold_1",2603910,2604762,853,1
"AL1G16990","scaffold_1",2608157,2613690,5534,15
"AL1G17000","scaffold_1",2613914,2615746,1833,3
"AL1G17010","scaffold_1",2615874,2618878,3005,3
"AL1G17020","scaffold_1",2621505,2622364,860,1
"AL1G17030","scaffold_1",2630928,2632805,1878,3
"AL1G17040","scaffold_1",2632827,2634254,1428,1
"AL1G17060","scaffold_1",2634348,2634948,601,1
"AL1G17070","scaffold_1",2636101,2638656,2556,9
"AL1G17080","scaffold_1",2638732,2639398,667,2
"AL1G17090","scaffold_1",2647131,2648789,1659,5
"AL1G17100","scaffold_1",2649117,2650350,1234,4
"AL1G17110","scaffold_1",2650434,2651143,710,2
"AL1G16970","scaffold_1",2674238,2675548,1311,4
"AL1G17140","scaffold_1",2692061,2694397,2337,2
"AL1G17150","scaffold_1",2694709,2696869,2161,7
"AL1G17160","scaffold_1",2697820,2698839,1020,3
"AL1G17180","scaffold_1",2701177,2703218,2042,5
"AL1G17190","scaffold_1",2703393,2704657,1265,4
"AL1G17200","scaffold_1",2704729,2707102,2374,5
"AL1G17210","scaffold_1",2709543,2710324,782,1
"AL1G17230","scaffold_1",2719278,2725324,6047,23
"AL1G17240","scaffold_1",2726000,2727947,1948,5
"AL1G17250","scaffold_1",2728082,2730275,2194,1
"AL1G17260","scaffold_1",2732521,2733217,697,1
"AL1G17270","scaffold_1",2734382,2738046,3665,5
"AL1G17290","scaffold_1",2742327,2743445,1119,1
"AL1G17300","scaffold_1",2744277,2744914,638,2
"AL3G12660","scaffold_1",2747156,2747380,225,0
"AL1G17310","scaffold_1",2747695,2756625,8931,4
"AL638U10010","scaffold_1",2757765,2758499,735,3
"AL1G17330","scaffold_1",2765185,2767937,2753,8
"AL1G17340","scaffold_1",2768026,2771873,3848,3
"AL1G17350","scaffold_1",2774774,2776455,1682,5
"AL1G17360","scaffold_1",2776459,2778884,2426,7
"AL1G17370","scaffold_1",2779705,2780958,1254,3
"AL1G17380","scaffold_1",2781014,2782254,1241,1
"AL1G17390","scaffold_1",2783007,2784560,1554,1
"AL1G17400","scaffold_1",2786376,2788016,1641,1
"AL1G17410","scaffold_1",2788048,2789628,1581,1
"AL1G17420","scaffold_1",2790216,2794151,3936,16
"AL1G17430","scaffold_1",2811993,2815331,3339,2
"AL1G17440","scaffold_1",2815973,2818540,2568,9
"AL1G17450","scaffold_1",2820391,2821228,838,1
"AL1G17460","scaffold_1",2821543,2823709,2167,1
"AL1G17470","scaffold_1",2823857,2825203,1347,2
"AL1G17480","scaffold_1",2825768,2828587,2820,3
"AL1G17490","scaffold_1",2829689,2831707,2019,4
"AL1G17500","scaffold_1",2832041,2833370,1330,2
"AL1G17510","scaffold_1",2834932,2837366,2435,4
"AL1G17520","scaffold_1",2838115,2839574,1460,4
"AL1G17530","scaffold_1",2839696,2843956,4261,10
"AL1G17540","scaffold_1",2845011,2849193,4183,8
"AL1G17550","scaffold_1",2849743,2854894,5152,9
"AL1G61750","scaffold_1",2859810,2860519,710,2
"AL1G17560","scaffold_1",2861503,2863009,1507,2
"AL1G17570","scaffold_1",2863500,2866370,2871,7
"AL8G27300","scaffold_1",2866564,2867631,1068,3
"AL1G17580","scaffold_1",2868808,2870544,1737,3
"AL1G17590","scaffold_1",2878379,2880071,1693,5
"AL1G17600","scaffold_1",2881566,2883148,1583,5
"AL1G17610","scaffold_1",2883513,2884667,1155,1
"AL1G17620","scaffold_1",2884963,2888092,3130,11
"AL1G17630","scaffold_1",2888121,2888672,552,1
"AL1G17640","scaffold_1",2889423,2889988,566,1
"AL1G17650","scaffold_1",2890006,2893022,3017,11
"AL1G17670","scaffold_1",2895498,2896197,700,2
"AL1G17680","scaffold_1",2898639,2899328,690,1
"AL1G17690","scaffold_1",2904052,2908139,4088,8
"AL1G17700","scaffold_1",2908181,2910768,2588,1
"AL1G17710","scaffold_1",2912443,2915280,2838,1
"AL6G21710","scaffold_1",2917672,2918697,1026,2
"AL1G17720","scaffold_1",2919895,2923328,3434,9
"AL1G17730","scaffold_1",2925030,2928643,3614,12
"AL1G17740","scaffold_1",2929468,2933847,4380,13
"AL1G17750","scaffold_1",2933855,2936311,2457,6
"AL1G17770","scaffold_1",2940069,2942001,1933,2
"AL1G17780","scaffold_1",2942259,2942982,724,2
"AL1G17790","scaffold_1",2944988,2945614,627,2
"AL1G17800","scaffold_1",2945721,2947782,2062,6
"AL1G17810","scaffold_1",2947979,2950345,2367,3
"AL1G17820","scaffold_1",2952821,2955460,2640,4
"AL1G17830","scaffold_1",2958087,2960143,2057,2
"AL1G17840","scaffold_1",2963546,2970411,6866,24
"AL1G17860","scaffold_1",2972469,2973252,784,1
"AL1G18090","scaffold_1",2973669,2978115,4447,8
"AL1G18080","scaffold_1",2978526,2979119,594,1
"AL1G18070","scaffold_1",2979633,2980427,795,1
"AL1G18060","scaffold_1",2980702,2982075,1374,3
"AL1G18050","scaffold_1",2982431,2982885,455,1
"AL1G18030","scaffold_1",2984685,2986572,1888,3
"AL1G18020","scaffold_1",2986899,2987226,328,1
"AL1G18000","scaffold_1",2988273,2988708,436,1
"AL1G17990","scaffold_1",2989714,2990044,331,1
"AL1G17980","scaffold_1",2994012,2994348,337,1
"AL1G17970","scaffold_1",2994953,2997263,2311,7
"AL1G17960","scaffold_1",2997802,2999327,1526,1
"AL1G17950","scaffold_1",2999645,3000985,1341,1
"AL1G17940","scaffold_1",3001191,3003327,2137,1
"AL1G17930","scaffold_1",3007737,3009442,1706,1
"AL1G17920","scaffold_1",3011719,3014060,2342,2
"AL1G17910","scaffold_1",3014109,3018712,4604,14
"AL1G17900","scaffold_1",3019134,3020914,1781,5
"AL1G17890","scaffold_1",3022486,3023853,1368,5
"AL1G17880","scaffold_1",3024595,3025793,1199,3
"AL1G17870","scaffold_1",3027130,3031631,4502,8
"AL1G18100","scaffold_1",3032019,3032703,685,1
"AL1G17850","scaffold_1",3034430,3035278,849,3
"AL5G12330","scaffold_1",3038194,3039913,1720,2
"AL1G18110","scaffold_1",3043201,3044745,1545,3
"AL1G18120","scaffold_1",3045108,3047468,2361,8
"AL1G18130","scaffold_1",3047552,3049646,2095,4
"AL1G18140","scaffold_1",3049661,3050426,766,2
"AL1G18150","scaffold_1",3050644,3052944,2301,5
"AL1G18160","scaffold_1",3055780,3057721,1942,6
"AL1G18170","scaffold_1",3059022,3061277,2256,7
"AL1G18180","scaffold_1",3066212,3067372,1161,2
"AL1G18190","scaffold_1",3067641,3069473,1833,4
"AL1G18200","scaffold_1",3070362,3079151,8790,28
"AL1G18230","scaffold_1",3084510,3087074,2565,2
"AL1G18210","scaffold_1",3093600,3095437,1838,2
"AL1G18260","scaffold_1",3098660,3101086,2427,2
"AL1G18280","scaffold_1",3101336,3102619,1284,3
"AL1G18290","scaffold_1",3102750,3104627,1878,4
"AL1G18300","scaffold_1",3104802,3108052,3251,7
"AL1G18310","scaffold_1",3109342,3111066,1725,4
"AL1G18320","scaffold_1",3111561,3112215,655,1
"AL1G18330","scaffold_1",3113210,3119577,6368,19
"AL1G18340","scaffold_1",3119640,3121556,1917,2
"AL1G18350","scaffold_1",3122150,3124172,2023,2
"AL1G18360","scaffold_1",3125578,3129638,4061,12
"AL1G18370","scaffold_1",3131066,3131942,877,1
"AL1G18380","scaffold_1",3131954,3135239,3286,14
"AL6G23420","scaffold_1",3135602,3136418,817,1
"AL1G18390","scaffold_1",3136415,3138688,2274,2
"AL1G18400","scaffold_1",3139290,3141856,2567,2
"AL1G18410","scaffold_1",3143845,3153381,9537,15
"AL1G18420","scaffold_1",3154309,3156077,1769,7
"AL1G18430","scaffold_1",3156526,3158981,2456,1
"AL1G18440","scaffold_1",3159325,3160799,1475,7
"AL1G18450","scaffold_1",3169743,3171736,1994,3
"AL1G18460","scaffold_1",3173126,3175128,2003,3
"AL1G18470","scaffold_1",3176713,3180073,3361,8
"AL1G18500","scaffold_1",3180685,3183507,2823,10
"AL1G18510","scaffold_1",3198977,3204636,5660,17
"AL1G18520","scaffold_1",3205259,3207918,2660,4
"AL1G18530","scaffold_1",3210380,3213476,3097,4
"AL1G18550","scaffold_1",3214529,3217598,3070,4
"AL1G18560","scaffold_1",3217991,3218966,976,1
"AL1G18570","scaffold_1",3220299,3220783,485,2
"AL1G18580","scaffold_1",3226287,3227086,800,1
"AL1G18590","scaffold_1",3227912,3228611,700,1
"AL1G18600","scaffold_1",3231023,3237272,6250,19
"AL1G18610","scaffold_1",3237531,3240260,2730,9
"AL1G18620","scaffold_1",3240549,3243913,3365,10
"AL1G18630","scaffold_1",3244384,3246612,2229,7
"AL1G18640","scaffold_1",3246958,3251630,4673,8
"AL1G18660","scaffold_1",3251785,3268578,16794,49
"AL1G18670","scaffold_1",3268713,3270886,2174,8
"AL1G18680","scaffold_1",3271434,3273163,1730,1
"AL1G18690","scaffold_1",3273411,3277127,3717,2
"AL1G18700","scaffold_1",3278927,3282072,3146,5
"AL1G18710","scaffold_1",3282143,3282791,649,1
"AL1G18720","scaffold_1",3283145,3284659,1515,4
"AL1G18730","scaffold_1",3284665,3285890,1226,1
"AL1G18740","scaffold_1",3290558,3296990,6433,12
"AL1G18750","scaffold_1",3300243,3302074,1832,4
"AL1G18760","scaffold_1",3302081,3305391,3311,7
"AL1G18770","scaffold_1",3305564,3307474,1911,4
"AL1G18780","scaffold_1",3307965,3310392,2428,8
"AL1G18790","scaffold_1",3310572,3311525,954,2
"AL1G18800","scaffold_1",3311866,3312935,1070,3
"AL1G18810","scaffold_1",3312961,3315763,2803,4
"AL1G18820","scaffold_1",3316363,3319504,3142,7
"AL1G18830","scaffold_1",3319981,3327281,7301,22
"AL1G18840","scaffold_1",3328474,3331014,2541,6
"AL1G18850","scaffold_1",3334611,3337007,2397,6
"AL1G18860","scaffold_1",3342273,3346408,4136,14
"AL1G18880","scaffold_1",3347009,3349159,2151,3
"AL1G18890","scaffold_1",3350744,3355046,4303,6
"AL1G18900","scaffold_1",3359010,3361042,2033,4
"AL1G18910","scaffold_1",3361177,3362507,1331,3
"AL1G18920","scaffold_1",3362520,3365515,2996,9
"AL1G18930","scaffold_1",3366439,3367486,1048,2
"AL1G18940","scaffold_1",3368636,3371861,3226,5
"AL1G18950","scaffold_1",3374825,3379626,4802,15
"AL1G18960","scaffold_1",3379746,3381573,1828,5
"AL1G18970","scaffold_1",3381864,3385296,3433,7
"AL1G18980","scaffold_1",3385529,3387939,2411,5
"AL1G18990","scaffold_1",3388046,3389271,1226,1
"AL1G19000","scaffold_1",3391506,3393433,1928,4
"AL1G19010","scaffold_1",3393661,3395033,1373,4
"AL1G19020","scaffold_1",3398392,3401789,3398,1
"AL1G19030","scaffold_1",3407546,3417185,9640,25
"AL1G19040","scaffold_1",3417275,3419301,2027,1
"AL1G19050","scaffold_1",3420378,3427614,7237,11
"AL1G19060","scaffold_1",3427618,3431953,4336,8
"AL1G19070","scaffold_1",3432536,3435459,2924,10
"AL1G19090","scaffold_1",3436400,3437935,1536,2
"AL1G19100","scaffold_1",3442036,3445141,3106,11
"AL1G19120","scaffold_1",3450090,3450516,427,2
"AL1G19130","scaffold_1",3451411,3457632,6222,11
"AL1G19140","scaffold_1",3458241,3460766,2526,2
"AL1G19150","scaffold_1",3461065,3462951,1887,5
"AL1G19160","scaffold_1",3463164,3468544,5381,13
"AL1G19170","scaffold_1",3468942,3477886,8945,38
"AL1G19180","scaffold_1",3478154,3481819,3666,10
"AL1G19190","scaffold_1",3482483,3485855,3373,4
"AL1G19200","scaffold_1",3486163,3486974,812,1
"AL1G19210","scaffold_1",3486985,3488528,1544,3
"AL1G19220","scaffold_1",3489314,3490227,914,2
"AL1G19230","scaffold_1",3490536,3495328,4793,2
"AL1G19240","scaffold_1",3496852,3498126,1275,3
"AL1G19250","scaffold_1",3499104,3503237,4134,5
"AL1G19260","scaffold_1",3505729,3508044,2316,5
"AL1G19270","scaffold_1",3508039,3517593,9555,34
"AL1G19280","scaffold_1",3517926,3519800,1875,2
"AL1G19290","scaffold_1",3520414,3525150,4737,16
"AL1G19310","scaffold_1",3525835,3526648,814,2
"AL1G19320","scaffold_1",3527519,3531794,4276,18
"AL1G19330","scaffold_1",3532041,3535319,3279,18
"AL1G19340","scaffold_1",3536356,3544530,8175,17
"AL1G19350","scaffold_1",3548294,3551554,3261,17
"AL1G19360","scaffold_1",3559902,3563526,3625,17
"AL1G19370","scaffold_1",3563812,3565401,1590,2
"AL1G19390","scaffold_1",3565728,3568405,2678,2
"AL1G19400","scaffold_1",3568744,3570422,1679,1
"AL1G19410","scaffold_1",3570562,3573079,2518,9
"AL1G19420","scaffold_1",3574464,3576713,2250,3
"AL1G19430","scaffold_1",3576988,3581344,4357,17
"AL1G19440","scaffold_1",3581403,3585766,4364,11
"AL1G19450","scaffold_1",3587718,3592508,4791,13
"AL1G19460","scaffold_1",3595028,3595230,203,1
"AL1G19470","scaffold_1",3596463,3597055,593,1
"AL1G19480","scaffold_1",3601749,3606010,4262,2
"AL1G19490","scaffold_1",3608097,3612092,3996,2
"AL1G19500","scaffold_1",3612138,3616951,4814,14
"AL1G19510","scaffold_1",3627891,3629142,1252,1
"AL1G19520","scaffold_1",3629366,3631118,1753,3
"AL1G19530","scaffold_1",3631115,3632159,1045,3
"AL1G19540","scaffold_1",3633226,3637043,3818,12
"AL1G19550","scaffold_1",3637136,3639949,2814,10
"AL1G19570","scaffold_1",3640193,3643002,2810,9
"AL1G19580","scaffold_1",3643217,3646690,3474,11
"AL1G19590","scaffold_1",3646945,3649788,2844,8
"AL1G19600","scaffold_1",3650623,3651848,1226,3
"AL1G19610","scaffold_1",3652435,3653356,922,1
"AL1G19620","scaffold_1",3653788,3656551,2764,7
"AL1G19630","scaffold_1",3657191,3663525,6335,19
"AL1G19640","scaffold_1",3665576,3666016,441,1
"AL1G19650","scaffold_1",3667050,3667284,235,1
"AL1G19660","scaffold_1",3667665,3669380,1716,1
"AL1G19670","scaffold_1",3669475,3673000,3526,7
"AL1G19680","scaffold_1",3673088,3673670,583,1
"AL1G19690","scaffold_1",3674228,3677960,3733,13
"AL1G19700","scaffold_1",3678737,3682460,3724,11
"AL1G19710","scaffold_1",3683318,3684927,1610,1
"AL1G19720","scaffold_1",3685022,3688338,3317,11
"AL1G19730","scaffold_1",3690334,3691538,1205,1
"AL1G19740","scaffold_1",3691668,3695607,3940,8
"AL1G19750","scaffold_1",3696298,3697158,861,1
"AL1G19760","scaffold_1",3701737,3705430,3694,10
"AL1G19770","scaffold_1",3705432,3708751,3320,9
"AL1G19780","scaffold_1",3708892,3711171,2280,7
"AL1G19790","scaffold_1",3711281,3715801,4521,13
"AL1G19800","scaffold_1",3717096,3717875,780,1
"AL1G19810","scaffold_1",3718062,3720424,2363,4
"AL1G19820","scaffold_1",3720805,3722742,1938,6
"AL1G19830","scaffold_1",3723041,3726178,3138,10
"AL1G19840","scaffold_1",3726517,3728153,1637,1
"AL1G19860","scaffold_1",3729577,3731166,1590,4
"AL1G19870","scaffold_1",3731268,3731808,541,2
"AL1G19880","scaffold_1",3733023,3733870,848,1
"AL1G19890","scaffold_1",3734343,3737703,3361,7
"AL1G19900","scaffold_1",3739665,3741823,2159,5
"AL1G19910","scaffold_1",3741841,3743492,1652,4
"AL1G19920","scaffold_1",3743833,3745829,1997,6
"AL1G19930","scaffold_1",3745989,3746611,623,1
"AL1G19940","scaffold_1",3746660,3750313,3654,11
"AL1G19950","scaffold_1",3750538,3753955,3418,12
"AL1G19960","scaffold_1",3753961,3756614,2654,7
"AL1G19970","scaffold_1",3757815,3761705,3891,15
"AL6G39660","scaffold_1",3762078,3762829,752,1
"AL1G19980","scaffold_1",3763910,3765401,1492,3
